Sample,presentRate.mean,presentRate.sterr,idealRate.mean
EN312634,0.06890000,0.00104360,0.08521000
FN198586,0.09977000,0.00090604,0.13312000
HH259934,0.05506000,0.00078658,0.05785000
IC506084,0.06194000,0.00089805,0.06616000
LB442555,0.04596000,0.00063826,0.05017000
LF922776,0.09071000,0.00093671,0.09652000
LI730809,0.05840000,0.00062183,0.05948000
MA289096,0.06423000,0.00059555,0.06552000
ME718412,0.04193000,0.00105273,0.04569000
MN756477,0.09645000,0.00062508,0.12159000
NY665367,0.07540000,0.00060185,0.08315000
OP481847,0.07218000,0.00087112,0.09931000
TQ390536,0.05709000,0.00075725,0.05795000
UG182832,0.08875000,0.00085456,0.09417000
UU047700,0.06546000,0.00048309,0.07127000
UW067254,0.06170000,0.00040083,0.06928000
VF477197,0.05688000,0.00070408,0.06354000
VL999909,0.03029000,0.00041054,0.03282000
VP308482,0.04079000,0.00057763,0.04964000
WF233416,0.07363000,0.00064067,0.08162000
XB162513,0.06639000,0.00064454,0.07060000
XK727574,0.05852000,0.00081565,0.06335000
XW686398,0.10615000,0.00081775,0.11184000
ZL119793,0.05785000,0.00080350,0.08149000
ZV563438,0.06872000,0.00099831,0.08101000
BJ473490,0.08670000,0.00073136,0.09520000
BY950416,0.02761000,0.00041405,0.02900000
DW018325,0.08335000,0.00075074,0.10058000
DW879977,0.06669000,0.00096959,0.06956000
EH539523,0.07343000,0.00065930,0.07811000
FW831458,0.09511000,0.00104737,0.10945000
HA119880,0.09465000,0.00093408,0.11513000
NG419064,0.04781000,0.00059841,0.05220000
NP589780,0.03206000,0.00054226,0.03342000
OD510699,0.02582000,0.00047535,0.02685000
PG803905,0.04378000,0.00058818,0.04792000
PS791389,0.05682000,0.00113263,0.06062000
PT990489,0.01849000,0.00042881,0.01849000
QT113700,0.03800000,0.00036757,0.03914000
QZ186262,0.05574000,0.00068851,0.06349000
ST162140,0.05458000,0.00044716,0.06342000
TI731664,0.05733000,0.00109849,0.05939000
VB077802,0.07900000,0.00081554,0.08507000
VS997541,0.06750000,0.00052068,0.07611000
WJ196194,0.06165000,0.00076118,0.06483000
WX378273,0.04696000,0.00069589,0.05215000
XK162854,0.09881000,0.00061055,0.11034000
XY160168,0.06764000,0.00081543,0.07150000
AJ891505,0.04675000,0.00034424,0.04791000
AK052983,0.08697000,0.00087674,0.11292000
BY277443,0.10324000,0.00091253,0.13368000
CU714354,0.05998000,0.00074294,0.06563000
DC957706,0.08572000,0.00089042,0.09263000
DR074297,0.06315000,0.00063897,0.07615000
FG902387,0.04885000,0.00071496,0.05539000
HE548457,0.07142000,0.00095042,0.07876000
IE505811,0.06888000,0.00064253,0.07788000
KD996653,0.07178000,0.00068082,0.07301000
LU243185,0.08367000,0.00095255,0.08750000
LW347198,0.10841000,0.00075564,0.14016000
MG883401,0.04616000,0.00065408,0.05683000
MQ099328,0.09449000,0.00101560,0.11085000
NR864503,0.07114000,0.00080543,0.08416000
OL048054,0.05974000,0.00073124,0.06296000
OO343430,0.06718000,0.00083756,0.08268000
PX423160,0.07222000,0.00078737,0.07842000
RM264272,0.04361000,0.00084135,0.04377000
SK499637,0.01691000,0.00049921,0.01712000
SN378137,0.09111000,0.00082374,0.11373000
SQ358496,0.10014000,0.00080349,0.10305000
TE370578,0.05446000,0.00048217,0.05765000
TO340081,0.05543000,0.00112161,0.05723000
TO569127,0.09121000,0.00066940,0.11536000
UB931860,0.09985000,0.00081052,0.12183000
VR847789,0.09434000,0.00119983,0.13816000
VX079278,0.01765000,0.00044303,0.01822000
WG606901,0.07447000,0.00064911,0.08430000
XE626384,0.04371000,0.00047269,0.05312000
YR566743,0.02653000,0.00044970,0.02659000
ZF792273,0.09239000,0.00066004,0.09774000
AA919263,0.11158000,0.00106352,0.18207000
BB148083,0.04645000,0.00028018,0.04754000
EI574944,0.10040000,0.00117700,0.14562000
FM634739,0.08207000,0.00088670,0.09396000
GH655330,0.10179000,0.00081642,0.12531000
JM757194,0.10227000,0.00097548,0.11831000
JN174072,0.04003000,0.00049823,0.04173000
JR658183,0.05852000,0.00081565,0.06335000
JS285396,0.06784000,0.00042484,0.07346000
KI034546,0.05043000,0.00109464,0.05285000
KI279575,0.09625000,0.00080059,0.10659000
LZ739624,0.03024000,0.00068608,0.03101000
MG245949,0.08840000,0.00091007,0.09658000
MY236910,0.05173000,0.00042845,0.05484000
NP095956,0.02982000,0.00047814,0.03540000
OR826293,0.05294000,0.00063389,0.05832000
OT894166,0.08977000,0.00086282,0.10723000
SF898078,0.04996000,0.00045685,0.05488000
TS228316,0.03735000,0.00061667,0.04358000
TX032049,0.05818000,0.00075628,0.06415000
UN859698,0.11916000,0.00075941,0.13500000
VV775396,0.07477000,0.00060444,0.09472000
YH915303,0.05938000,0.00054053,0.06341000
ZZ383896,0.10396000,0.00084580,0.12618000
AI289139,0.12334000,0.00083416,0.14504000
AZ436323,0.04897000,0.00056687,0.05047000
CM374720,0.09484000,0.00061558,0.10596000
CT849835,0.08467000,0.00073289,0.12878000
EN879707,0.03540000,0.00057329,0.03678000
EZ883373,0.06031000,0.00082131,0.07653000
FQ072342,0.08007000,0.00093274,0.08987000
HP035557,0.06514000,0.00086502,0.07260000
IG343955,0.05191000,0.00081424,0.05341000
KB328348,0.12655000,0.00109770,0.15575000
KK881118,0.05534000,0.00038361,0.06009000
MI360504,0.03473000,0.00071228,0.03482000
MJ017310,0.07644000,0.00079808,0.08595000
ND912084,0.11138000,0.00087772,0.12118000
NH243829,0.07801000,0.00102864,0.09177000
OW583283,0.08732000,0.00073557,0.09572000
QE052353,0.09111000,0.00082374,0.11373000
RT206143,0.04054000,0.00104469,0.04230000
SB277970,0.08043000,0.00091797,0.08534000
UE671470,0.04680000,0.00050618,0.04986000
VB628966,0.06824000,0.00067908,0.07248000
VI875864,0.06665000,0.00056436,0.07206000
VS684136,0.06031000,0.00058565,0.06240000
WB258446,0.02609000,0.00044208,0.02633000
WX194323,0.10339000,0.00090018,0.11204000
YU641238,0.08982000,0.00122155,0.10331000
AU586996,0.06224000,0.00076175,0.06506000
DQ804796,0.03358000,0.00057326,0.03503000
EE822574,0.08038000,0.00085046,0.09163000
EJ979278,0.07350000,0.00080194,0.09200000
GC769217,0.07838000,0.00089651,0.08555000
JQ416542,0.06266000,0.00048790,0.06526000
KA699526,0.06312000,0.00117121,0.06531000
MA647036,0.06229000,0.00062298,0.07220000
MX495884,0.06885000,0.00082317,0.06983000
OM805229,0.06977000,0.00083534,0.07680000
OQ415968,0.06836000,0.00077663,0.08375000
PF967643,0.05565000,0.00055902,0.05935000
RT169392,0.06248000,0.00075804,0.06838000
RX243136,0.06743000,0.00056215,0.08377000
SG417338,0.04394000,0.00053379,0.05231000
TJ094097,0.06157000,0.00091531,0.06573000
VM721100,0.06413000,0.00073878,0.07014000
WV623589,0.09879000,0.00068645,0.10578000
XC653229,0.05973000,0.00087395,0.06500000
ZJ926402,0.08170000,0.00072250,0.08655000
AP548960,0.08786000,0.00104999,0.10595000
BD940228,0.07107000,0.00074447,0.08010000
CS024658,0.08309000,0.00115705,0.09513000
DK756867,0.03910000,0.00038586,0.04015000
EQ981337,0.07876000,0.00068867,0.08920000
GO662209,0.07970000,0.00065727,0.08533000
GU236132,0.06176000,0.00049826,0.06293000
KA118426,0.05185000,0.00088346,0.05353000
MJ236116,0.08577000,0.00066817,0.10458000
PC349900,0.08715000,0.00076583,0.10485000
PW868809,0.05548000,0.00076635,0.05821000
QZ994733,0.08583000,0.00094529,0.09609000
SM492088,0.08007000,0.00093274,0.08987000
ST964388,0.10860000,0.00083997,0.12858000
TD080094,0.07309000,0.00085029,0.07795000
VF708164,0.06008000,0.00077672,0.07228000
XW509252,0.06319000,0.00069177,0.06889000
BL451101,0.08908000,0.00095961,0.10870000
CP437800,0.12242000,0.00076664,0.14874000
DH083727,0.04712000,0.00085762,0.04786000
EY617944,0.07392000,0.00091491,0.08543000
FO818879,0.08062000,0.00072046,0.08302000
FT888206,0.06505000,0.00075752,0.08099000
GC414305,0.07581000,0.00066557,0.08273000
JL036420,0.08108000,0.00078157,0.08891000
KJ592597,0.05852000,0.00081565,0.06335000
LE083915,0.08363000,0.00110565,0.10646000
MA086950,0.07466000,0.00067843,0.07897000
NL203214,0.05387000,0.00096529,0.05543000
RE754398,0.05503000,0.00088469,0.06066000
RY613181,0.04182000,0.00078991,0.04691000
SD909203,0.05610000,0.00077860,0.05759000
SH271275,0.10096000,0.00090740,0.12833000
TT770421,0.07241000,0.00055065,0.08221000
TU904333,0.03451000,0.00063761,0.03561000
UP272365,0.02582000,0.00047535,0.02685000
WS993881,0.06759000,0.00088411,0.07198000
XK412876,0.06962000,0.00081538,0.08239000
YT686462,0.07606000,0.00086797,0.09316000
YX193539,0.08351000,0.00098888,0.12340000
ZF254339,0.09024000,0.00091423,0.09415000
AN801016,0.04257000,0.00070790,0.04279000
AP783434,0.06496000,0.00067300,0.08008000
BE099274,0.01849000,0.00042881,0.01849000
CR195193,0.10204000,0.00051752,0.11455000
GM551205,0.06556000,0.00052200,0.06903000
HO216759,0.09484000,0.00105748,0.14647000
IO169657,0.11024000,0.00090200,0.13674000
MD570774,0.05048000,0.00108534,0.05222000
PJ729478,0.07709000,0.00052185,0.09456000
XP870786,0.08143000,0.00085636,0.08521000
YL892257,0.10448000,0.00080813,0.11501000
ZH585728,0.06402000,0.00049862,0.06904000
ZW725633,0.07220000,0.00079078,0.09908000
BN163408,0.07945000,0.00068722,0.09851000
BV652107,0.06406000,0.00070351,0.07537000
EP826129,0.08495000,0.00082506,0.09441000
HG877982,0.10170000,0.00090370,0.12674000
HI763616,0.05534000,0.00060004,0.07170000
IN074031,0.10890000,0.00113559,0.11646000
IV487195,0.07805000,0.00117296,0.09872000
IY406522,0.04295000,0.00050205,0.04764000
JP389116,0.04904000,0.00076350,0.05252000
KJ238343,0.09262000,0.00103964,0.10899000
MB990307,0.10702000,0.00103889,0.12615000
MI013541,0.09961000,0.00077810,0.12180000
QO539853,0.06228000,0.00086510,0.07102000
RI645610,0.08251000,0.00064178,0.09389000
TF132355,0.11232000,0.00099295,0.13047000
WF098442,0.07839000,0.00077638,0.08214000
WW621794,0.06626000,0.00108630,0.07913000
CA664206,0.08241000,0.00096303,0.08334000
DB719328,0.07324000,0.00057931,0.08476000
DT109230,0.06032000,0.00034474,0.06569000
FV129697,0.09429000,0.00096844,0.11830000
GL764741,0.07196000,0.00082881,0.07302000
HR150352,0.08045000,0.00068219,0.08647000
IY582475,0.08174000,0.00108753,0.08282000
LR544436,0.09311000,0.00071266,0.11306000
LZ556947,0.05231000,0.00076702,0.05333000
NI555118,0.06642000,0.00073224,0.07198000
NO558430,0.08086000,0.00086194,0.11822000
PO599962,0.09560000,0.00082016,0.14213000
QQ122966,0.05538000,0.00048093,0.05769000
RA448371,0.07619000,0.00102594,0.09114000
UR039273,0.05492000,0.00032857,0.05632000
UU457916,0.07654000,0.00074434,0.09532000
VO447635,0.04849000,0.00067469,0.05063000
YI669458,0.06561000,0.00095108,0.07144000
ZX303297,0.06026000,0.00084264,0.06457000
AF406418,0.09213000,0.00086500,0.10501000
AH216825,0.08461000,0.00075505,0.08610000
CB980147,0.04047000,0.00051013,0.04307000
DP857913,0.06770000,0.00064326,0.08430000
FF987914,0.08484000,0.00089520,0.10508000
GZ870894,0.11286000,0.00089296,0.13585000
IB207672,0.05947000,0.00065592,0.06384000
IK144116,0.08795000,0.00068900,0.11758000
IL112662,0.05122000,0.00066413,0.05762000
KN168588,0.07474000,0.00057198,0.11778000
LD646751,0.08506000,0.00079347,0.10475000
LJ213345,0.08895000,0.00073064,0.10832000
LJ413431,0.05465000,0.00050404,0.06878000
LQ937165,0.08034000,0.00094271,0.09151000
LZ664850,0.07008000,0.00069407,0.07179000
OZ912616,0.00298000,0.00021746,0.00305000
PG408469,0.09522000,0.00103718,0.13334000
PS726558,0.05594000,0.00082667,0.05820000
RB741231,0.06167000,0.00058387,0.06515000
RD469703,0.07646000,0.00104618,0.08448000
RV981815,0.06520000,0.00078641,0.07541000
RX295147,0.10623000,0.00076740,0.13314000
TW555037,0.06521000,0.00061236,0.06958000
VR974691,0.01992000,0.00035740,0.02023000
VT439023,0.06856000,0.00070304,0.07869000
YH901261,0.05543000,0.00039017,0.05762000
ZK802313,0.08366000,0.00076000,0.10207000
ZO158210,0.10000000,0.00080028,0.16754000
BF080539,0.05577000,0.00072019,0.06884000
DG100147,0.07309000,0.00066907,0.08048000
DR570890,0.10787000,0.00103011,0.14458000
EO910001,0.09458000,0.00106352,0.13994000
EQ924504,0.08143000,0.00085636,0.08521000
EY863064,0.08228000,0.00082567,0.08926000
FC067855,0.06676000,0.00061630,0.07700000
GR143555,0.03690000,0.00061246,0.03794000
JD809822,0.06240000,0.00057465,0.06391000
JI866544,0.04671000,0.00075945,0.04753000
KM672291,0.07736000,0.00092342,0.08774000
MP430689,0.03164000,0.00065255,0.03372000
NE455314,0.04209000,0.00039650,0.04228000
NG601396,0.04677000,0.00055036,0.05349000
NN070436,0.09939000,0.00081492,0.11356000
NV234451,0.05751000,0.00110940,0.05989000
OD563707,0.08603000,0.00095453,0.09343000
PQ019402,0.03427000,0.00049934,0.03553000
QJ432676,0.07028000,0.00081878,0.07464000
TE746331,0.03416000,0.00061846,0.03726000
YT556349,0.08553000,0.00082503,0.09375000
BF956201,0.09530000,0.00113656,0.14739000
BO691217,0.08181000,0.00094168,0.08490000
BW588321,0.07142000,0.00095042,0.07876000
CM345531,0.07827000,0.00089381,0.07919000
CZ908459,0.09043000,0.00095208,0.09691000
DH345617,0.04244000,0.00103012,0.04446000
DP953249,0.05471000,0.00081846,0.05525000
EJ708176,0.10092000,0.00073330,0.11244000
ER096137,0.06946000,0.00107705,0.07609000
HD143613,0.07298000,0.00079538,0.07710000
HV906622,0.03940000,0.00060037,0.04009000
IE795484,0.05344000,0.00039277,0.05956000
IJ433188,0.07754000,0.00089718,0.12334000
IM301482,0.06916000,0.00094671,0.07600000
IM308572,0.06113000,0.00072802,0.07389000
IY740960,0.07904000,0.00061105,0.08381000
LJ501075,0.07412000,0.00106163,0.07806000
QA401796,0.06552000,0.00082108,0.07122000
SE569393,0.03845000,0.00049983,0.03962000
TX408749,0.07576000,0.00071526,0.11713000
UR037737,0.05734000,0.00084646,0.06467000
VU634626,0.02072000,0.00035144,0.02114000
WF523568,0.05964000,0.00075868,0.07796000
XU469861,0.05595000,0.00077535,0.06314000
BR857502,0.10168000,0.00103760,0.13276000
DE430582,0.10219000,0.00078251,0.11642000
DK753827,0.04377000,0.00030516,0.04487000
EB388647,0.05555000,0.00078348,0.06148000
EU139890,0.03456000,0.00073940,0.03460000
HG213091,0.06089000,0.00092056,0.06565000
HH230546,0.11252000,0.00087061,0.15557000
JF991036,0.07685000,0.00121053,0.08712000
KF580579,0.07250000,0.00053500,0.07940000
KO267493,0.05466000,0.00082127,0.05755000
MB313563,0.02484000,0.00046289,0.02589000
PY916704,0.05275000,0.00113365,0.05736000
QM120917,0.08108000,0.00065282,0.08655000
QP194424,0.06669000,0.00096959,0.06956000
RD412780,0.10100000,0.00081622,0.12759000
RN967996,0.06855000,0.00059222,0.07335000
TX586079,0.07279000,0.00058470,0.08431000
UD586728,0.10675000,0.00086824,0.12781000
UW666903,0.05717000,0.00071322,0.05763000
VE077996,0.05603000,0.00058860,0.05782000
VO581533,0.02979000,0.00033248,0.03147000
XA334516,0.07141000,0.00085796,0.07604000
XF280080,0.07607000,0.00060093,0.10652000
YI633805,0.04385000,0.00099468,0.04421000
YR519762,0.04555000,0.00070652,0.05229000
ZK526534,0.07944000,0.00071012,0.08237000
DK273036,0.10598000,0.00108769,0.11861000
DM301970,0.05442000,0.00056643,0.07007000
GC996651,0.05300000,0.00073379,0.05880000
IT581561,0.08157000,0.00104276,0.08449000
IV185293,0.06639000,0.00085719,0.07609000
LJ345209,0.04977000,0.00064049,0.05845000
LQ921060,0.06434000,0.00074687,0.07597000
NE921221,0.08068000,0.00083836,0.10680000
PS842981,0.06125000,0.00045540,0.06364000
RA926807,0.07089000,0.00067023,0.07666000
WC205663,0.08739000,0.00096534,0.10442000
WL137245,0.07425000,0.00075502,0.08443000
WM306951,0.04600000,0.00067544,0.04965000
WP072873,0.05982000,0.00051635,0.06849000
YK675744,0.05333000,0.00055358,0.06599000
YU626285,0.09571000,0.00070545,0.10354000
ZK342685,0.07059000,0.00065157,0.07707000
DS616046,0.08976000,0.00086451,0.13649000
FI164601,0.06013000,0.00062965,0.07434000
GG613373,0.09269000,0.00088348,0.09864000
GK892986,0.06954000,0.00066403,0.07921000
HA469182,0.11360000,0.00072786,0.14204000
KU939300,0.08201000,0.00078379,0.08758000
LM168179,0.08170000,0.00072250,0.08655000
OD052630,0.08075000,0.00081530,0.08180000
OE955832,0.08357000,0.00058501,0.09679000
OP247065,0.03423000,0.00052664,0.03961000
OZ621986,0.05014000,0.00051320,0.05203000
RW388101,0.05929000,0.00083964,0.06972000
SD891023,0.08632000,0.00092277,0.08949000
WU141380,0.08577000,0.00066817,0.10458000
WY430099,0.06407000,0.00078839,0.06933000
XI023833,0.02968000,0.00042682,0.03523000
XK805958,0.09050000,0.00093178,0.10278000
YR534379,0.10028000,0.00079370,0.11611000
AY728758,0.04570000,0.00066399,0.04978000
CH836399,0.09118000,0.00113047,0.10463000
DF482553,0.02072000,0.00035144,0.02114000
DS424270,0.08756000,0.00073895,0.09428000
GZ954783,0.10028000,0.00095065,0.11443000
JC504331,0.05506000,0.00078658,0.05785000
JD755987,0.02281000,0.00037726,0.02813000
KI514356,0.06884000,0.00071805,0.07072000
KL738755,0.08840000,0.00085453,0.11375000
KN186707,0.07115000,0.00091848,0.07850000
MT269010,0.05765000,0.00043570,0.07166000
NJ492568,0.07538000,0.00090784,0.08393000
NL685509,0.05256000,0.00107416,0.05797000
OW338232,0.08938000,0.00093664,0.09748000
PM135012,0.04209000,0.00039650,0.04228000
PS208416,0.08701000,0.00099258,0.11098000
PY486092,0.07888000,0.00068925,0.08699000
QD664127,0.08069000,0.00109752,0.09890000
RI100586,0.09514000,0.00080598,0.12881000
RW567050,0.08284000,0.00073744,0.12019000
SQ789755,0.08502000,0.00072446,0.09078000
UD810304,0.05236000,0.00033005,0.05414000
UP639709,0.04862000,0.00102413,0.05490000
WG937133,0.08816000,0.00069253,0.10921000
WZ633302,0.08980000,0.00091421,0.10874000
YG749643,0.06378000,0.00083211,0.07443000
YQ266016,0.08200000,0.00091043,0.09498000
YQ653157,0.09100000,0.00090909,0.09385000
ZO253625,0.07251000,0.00087882,0.08695000
ZQ021549,0.07567000,0.00057485,0.08940000
CE919172,0.05399000,0.00072379,0.05933000
DD869488,0.07646000,0.00091107,0.08859000
DN709186,0.08285000,0.00090250,0.09411000
EB405485,0.10275000,0.00098412,0.14751000
HA424390,0.05799000,0.00055044,0.07552000
HU860149,0.08671000,0.00098245,0.13154000
HY288210,0.05629000,0.00105583,0.06020000
IJ267060,0.05072000,0.00057750,0.05363000
IJ938694,0.06605000,0.00104809,0.07576000
IU057564,0.08028000,0.00087048,0.08615000
KE694138,0.10255000,0.00091485,0.12312000
LR648308,0.08918000,0.00080922,0.11627000
NN760931,0.07530000,0.00091652,0.08441000
NV186145,0.06073000,0.00084394,0.07068000
NW458476,0.04664000,0.00049960,0.05985000
SQ342450,0.05463000,0.00104733,0.06013000
SY001440,0.09523000,0.00082247,0.14238000
WC509975,0.07731000,0.00097450,0.11061000
XB540163,0.07178000,0.00095357,0.08326000
ZK699203,0.06687000,0.00073122,0.07300000
BU258265,0.06147000,0.00083467,0.06940000
CS636630,0.08274000,0.00098434,0.09454000
CY423132,0.09628000,0.00086536,0.11457000
FM860744,0.08825000,0.00095908,0.09713000
IS891001,0.09385000,0.00080184,0.11319000
JM263371,0.10318000,0.00104316,0.12882000
KM601311,0.05420000,0.00035024,0.05648000
MM286349,0.04305000,0.00038593,0.04453000
OD704763,0.08434000,0.00061413,0.09497000
OU070759,0.08735000,0.00078475,0.09885000
QP957710,0.08859000,0.00082414,0.10987000
RL045521,0.08395000,0.00066219,0.09322000
UX818012,0.04929000,0.00051217,0.05917000
WI153171,0.08986000,0.00082734,0.11208000
XD202884,0.07238000,0.00095903,0.07774000
XJ239469,0.04481000,0.00042096,0.04592000
XP592070,0.07181000,0.00076223,0.08082000
CI009821,0.08597000,0.00103366,0.08813000
CW956274,0.09757000,0.00082395,0.11509000
FL718778,0.08510000,0.00112655,0.08876000
HJ341308,0.04780000,0.00036938,0.06066000
IL793595,0.02087000,0.00041205,0.02121000
IO180287,0.03903000,0.00050488,0.04041000
IQ553381,0.06834000,0.00063372,0.07667000
IT690202,0.06427000,0.00063754,0.06537000
JD896803,0.09118000,0.00070471,0.12200000
JN789460,0.06620000,0.00081021,0.07275000
ME751004,0.04911000,0.00074884,0.05339000
RS929970,0.03505000,0.00040859,0.03613000
YQ690189,0.06559000,0.00075240,0.07226000
ZM495295,0.05825000,0.00069542,0.06493000
AJ060934,0.07900000,0.00087394,0.09485000
DF384822,0.05446000,0.00048217,0.05765000
EG383799,0.06696000,0.00062897,0.06871000
GF170625,0.05206000,0.00042667,0.05424000
GQ117672,0.07217000,0.00047890,0.08482000
HM704600,0.05645000,0.00069702,0.05857000
LB607333,0.06484000,0.00061377,0.07115000
NM969273,0.04560000,0.00082543,0.04876000
OR743518,0.08298000,0.00069981,0.09264000
QK745450,0.07749000,0.00089125,0.09590000
QP994107,0.04483000,0.00040635,0.04499000
SN968302,0.04546000,0.00049625,0.06007000
WM051316,0.09425000,0.00089060,0.10068000
XY337478,0.08190000,0.00069442,0.10318000
YK193564,0.04329000,0.00092801,0.04352000
CG383415,0.04941000,0.00080505,0.05318000
CO637650,0.07467000,0.00064015,0.09726000
EB780441,0.09774000,0.00083708,0.10340000
ES720972,0.10470000,0.00092820,0.11920000
